input,solovay mean,solovay stddev,miller mean, miller stddev,AKS mean, AKS stddev
11,3627.4,478.77005720571924,1826.6,210.37191693366157
13,4388.36,1441.384551272305,2902.87,1886.103576185839
15,4700.66,3844.335925945488,1432.86,394.04924626859594
17,1804.34,446.65084142024665,2148.49,1080.6403123831144
19,1779.59,225.35180554552093,533.95,166.2835217210643
21,1487.96,357.8313727346044,971.78,367.91236275323325
23,1823.09,352.988971556342,557.91,44.934316822255454
25,1779.84,1119.989066685452,1042.47,1326.149956136792
27,1625.46,1124.7541183150506,790.27,339.0170239460735
29,1891.66,997.9214683379134,1272.17,663.0047923254134
31,2037.56,2478.2336953743666,671.95,1136.0534769654344
33,1497.49,593.02996151335,2102.09,629.0906070020293
35,1541.9,541.4733454551425,759.35,355.6467540079113
37,1899.44,416.4804509945287,2080.2,1758.528511356163
39,1564.36,496.664175710654,716.76,124.66465076963533
41,1927.31,647.8119301685383,1567.71,667.8451295552786
43,1914.92,517.9612067685878,512.19,76.95777341431398
45,1401.52,611.0011569034662,882.24,332.65057712958577
47,1903.21,433.94956870795255,526.69,70.90549906727824
49,1669.8,319.28034608152655,1516.62,1063.3584093176987
51,1585.9,489.49391510956804,1146.4,163.38045084149974
53,428.51,96.28267463226933,2012.01,2067.729875559869
55,323.94,154.53049256154316,1239.41,976.192211730059
57,346.29,460.3396922080718,1576.11,657.933924025687
59,426.22,65.98922164821595,779.61,80.72485942566225
61,415.04,68.60484419095087,1245.85,805.3299640582738
63,321.29,193.12304629458654,749.52,142.90241637586328
65,329.62,392.7303745201116,2237.76,792.4905648356552
67,424.62,62.92062981698179,856.28,59.00009929798183
69,341.34,177.70394287446555,1726.38,2135.746650033967
71,462.39,47.35421967694242,872.04,148.72942825239005
73,434.33,45.45284047307394,2704.69,1387.590504428377
75,309.36,221.8158541027064,1215.16,204.7384988938157
77,420.0,155.3751406867725,1452.53,678.0347039031038
79,506.22,54.52394154882973,867.67,153.20264885491247
81,343.07,162.67276783143328,1251.73,273.414653645855
83,471.77,52.27759142937407,879.89,484.3280442473308
85,369.71,170.32080811447463,796.12,561.0430272125647
87,350.96,202.02604692554786,670.52,171.4229502685911
89,493.67,63.76852949171208,1177.27,564.8930149000148
91,379.23,197.31151880857198,643.95,161.27994201688486
93,373.18,192.5238214304449,750.45,498.4373839887772
95,464.14,156.59347226355112,679.45,125.44936400513528
97,465.38,58.48780931428222,1350.16,462.36132444597325
99,310.03,187.06977334943795,715.23,704.933707822404
101,507.14,73.84135601805984,1022.12,575.1410592018258
103,508.61,52.442155723899226,567.04,126.84149975700407
105,289.41,185.5645546417579,838.34,386.6947800647081
107,511.99,52.56539842054954,559.65,118.34689422936879
109,558.94,800.8428491851004,988.19,525.3763575482884
111,364.49,200.20925896106152,681.05,136.59771911963566
113,482.84,61.121128288279536,1316.38,396.30109918106615
115,396.47,168.79612082047504,667.67,121.46962500139611
117,401.13,529.1760634813485,781.65,364.1455579486553
119,486.81,137.38986002017634,676.93,127.2970164773724
121,495.1,129.18771089567556,720.23,184.2191741958859
123,354.93,199.27156512324245,677.59,119.47723632558635
125,454.91,174.75674839934257,775.23,356.22419041719195
127,544.5,48.0604627610688,593.59,101.15315870081129
129,392.08,196.04548431216645,793.09,413.6017968573594
131,510.8,59.56746451111403,546.88,142.60330510287136
133,465.17,151.33106759750967,746.1,377.4539238721261
135,343.27,230.9877278212858,686.88,166.75841595832364
137,520.48,55.66049321601908,1245.5,496.47353373263485
139,556.7,58.98133585972751,577.5,142.40265149046613
141,385.35,213.8399937553613,712.72,314.4221597557249
143,466.72,170.18119161587154,690.2,146.35435066849217
145,476.05,363.9945158594528,752.03,332.22711761198485
147,352.44,217.82025394876166,680.39,138.16195261907365
149,537.9,69.53547165427024,979.43,577.5766730333933
151,575.62,76.01791123335887,583.38,128.38167369766663
153,374.94,222.30781371873562,782.0,541.9126620898735
155,471.89,188.39100189754183,694.11,163.23744216708536
157,569.81,55.5588131368167,1020.8,507.96512248043723
159,470.53,226.57130146261832,710.39,155.502891915036
161,452.25,165.16318071115688,740.73,317.4049401956529
163,549.8,89.13977221139274,564.37,118.68927729771782
165,369.54,422.1405869512138,724.26,324.81965843379993
167,588.01,65.93331418328613,584.53,117.1601213741435
169,530.39,111.18379496413255,761.1,322.49442873584127
171,395.65,245.0651273981401,697.4,157.46110630882777
173,539.95,62.05070832827296,1118.12,608.3131217896046
175,451.17,208.40699570452492,714.93,117.08274333939563
177,384.33,207.34697679946717,788.32,800.0829487299957
179,546.52,68.23880823618587,580.7,133.83772021943344
181,565.01,55.14324688271154,1048.7,616.6828581002941
183,410.72,219.1008291479823,710.83,146.16740471808416
