input,solovay mean,solovay stddev,miller mean, miller stddev
3801895,1324.44,500.8645317767263,1068.13,135.6201360902256
3890451,1120.3,677.5240649496213,1119.74,143.56863138997994
3981073,1537.89,291.6940037405326,1157.53,172.98826111863337
4073803,1541.61,216.7487441274068,1099.08,141.33338193252453
4168695,918.38,747.2510129559117,1223.24,307.0084103740549
4265795,1294.61,712.8586199382048,1077.21,142.16069261667417
4365159,1182.46,664.5218288439447,1136.64,158.51154372773453
4466837,1488.78,120.03691183140377,1435.34,552.8896399277108
4570883,1567.29,349.5081766648036,1010.95,133.82563470819218
4677351,712.46,535.4314491769013,1169.44,139.58895791471895
4786301,1075.15,510.5146022308368,1193.64,1653.380782065962
4897789,1530.67,636.4900763348373,920.8,1422.3756482900305
5011873,1639.99,1310.4966711714737,720.26,997.904983432589
5128615,1409.57,1341.340353730348,731.47,1023.6376356855578
5248075,1045.6,684.2345276941882,583.16,32.78602806629125
5370319,1761.06,1131.9139580749275,682.72,37.728450267615834
5495409,1362.82,1471.9540326869703,685.88,37.68269436419662
5623413,1123.88,730.8819534637519,681.16,19.477373560315595
5754399,1345.86,1281.738899489536,695.47,27.96912258512623
5888437,1635.96,1209.516874248106,684.57,28.704786142292534
6025597,1793.78,1077.4327660009808,1027.43,1606.0267005026017
6165951,1232.93,1433.490035514441,697.26,31.934788351744363
6309573,1198.48,1415.0666720916884,608.57,40.6065763196559
6456543,1339.52,1285.5263236857074,646.41,37.11927131599303
6606935,1478.51,1131.714418548918,635.25,34.453416068481204
6760831,1508.07,1241.829289777582,698.89,31.251632684622177
6918311,1617.13,1085.7870082911,633.8,27.015147266268634
7079459,1696.57,1133.4840920673291,603.94,31.919032668059437
7244361,1175.63,1466.5466662685624,647.2,28.618705474397398
7413103,1823.43,2298.1495421932023,680.84,35.433739556951906
7585777,1703.8,1204.5747311098137,749.14,34.20024809408507
7762471,1646.71,1172.7669026621606,665.77,27.609050997267126
7943283,1132.53,795.8853840506525,665.13,29.607757310024223
8128305,993.7,1181.7774620024575,651.57,25.94409490820717
8317639,1108.43,365.2187736497983,732.04,204.34996323647206
8511381,786.34,453.10591934051587,690.12,32.41656890224409
8709637,1049.54,66.66309384365597,626.43,31.59889238565173
8912509,1093.69,143.4938984378391,911.1,182.85720542477284
9120109,1122.99,1021.2619990022446,672.31,32.44348466132603
9332543,1095.88,470.5179454279049,718.23,26.94695687547084
9549927,803.05,427.76226227929794,672.42,39.37444692572928
9772373,1141.39,1418.1996048127037,674.49,28.691495590016217
10000001,1076.55,323.8154598227238,665.9,34.33245070945522
10232931,1044.61,664.7123308072995,683.22,105.41208985153786
10471285,1298.18,645.1823229901684,756.11,98.43286129041554
10715193,1119.11,615.5037830669257,663.9,303.9924075341091
10964783,1294.46,234.8927724419262,720.87,37.75001638905257
11220185,887.78,419.2899861972053,699.2,30.443522805484925
11481537,857.55,453.5277073268306,760.71,125.1810240726556
11748977,1100.0,69.95886237098503,942.41,164.82553341229166
12022645,927.06,428.39408412480594,758.4,211.23202810409614
12302689,1070.32,314.22741169832125,728.93,27.788615865443408
12589255,988.99,913.263794023801,623.77,28.59676290220362
12882497,1056.43,162.492843976079,640.55,32.158815182456486
13182567,749.99,503.1117612851387,668.32,23.014654971003665
13489629,950.3,711.589691387452,739.34,29.547161411457918
13803843,791.64,475.67811287750783,664.11,280.6269638297126
14125375,1127.48,1388.7655479132204,718.88,27.691766635481024
14454399,945.19,1402.0741971965836,734.74,27.413636656734813
14791085,1146.07,2088.801673063755,692.65,29.597766432245834
15135613,1334.86,1892.7680495224267,761.02,31.228379995954292
15488167,1326.41,1945.0093510460472,689.61,30.83415887510722
15848933,1249.88,1289.0096055624738,727.8,36.91787226980035
16218101,1414.16,1940.4921833224043,979.2,223.1916330208305
16595869,1307.34,1376.8465670113385,771.7,77.49923427448367
16982437,1144.57,1256.9637319084961,789.48,185.03668650712316
17378009,1202.85,1937.3997588927223,746.62,127.46247457288135
17782795,1144.9,2005.2666539728223,705.58,271.1244516505811
18197009,1305.27,1936.8238232537396,984.01,144.91059556523362
18620871,906.56,1473.1648355588968,678.28,32.48654111374976
19054607,1182.27,1909.8617478918738,642.9,27.15927581188908
19498447,1335.47,1848.6294210751505,727.62,200.49316872918817
19952623,1335.71,1962.0625166112598,741.88,25.749876924291534
20417379,1090.76,1975.6226949312136,724.64,34.18976159583154
20892961,1375.66,1844.8249443108457,737.27,33.45398015003279
21379621,1297.26,1846.2132230732466,683.3,37.51699951389039
21877617,1035.64,2144.8497134609065,741.53,22.254930222130987
22387211,874.83,477.1431408588904,691.94,29.055439866892154
22908677,1022.21,410.2938413657049,737.46,217.74711585838855
23442289,1091.78,366.996892068419,742.47,27.775963375086413
23988329,1160.69,140.54286488003183,940.75,166.08744046070396
24547089,773.47,537.7601781388422,731.74,35.81169043367224
25118865,844.97,507.86565580223515,731.89,44.925728832275105
25703959,1133.88,180.71704989073976,676.86,27.807425794073957
26302681,1110.26,427.93978194332084,708.21,61.419783441329386
26915349,812.96,514.4123040770494,695.98,25.382321056637483
27542287,1155.01,141.18456256641764,682.56,36.55777771023713
28183829,1170.02,149.6833681711856,877.86,201.20164366659992
28840315,842.58,503.61299034119844,714.63,43.53511412200685
29512093,1056.5,377.820771469139,698.43,36.11129121944206
30199517,1258.42,148.183763883861,923.03,184.8431196687853
30902955,774.46,554.1070607269635,742.89,31.47514491586572
31622777,1219.85,302.2047394490275,961.15,169.76980106466323
32359367,1223.24,212.4233489800949,759.36,37.97407941044396
33113113,948.88,444.47047782340474,706.0,32.224904102951875
33884417,954.59,379.00049558881267,666.9,29.979622709063218
34673685,772.66,491.39007566763746,653.61,24.87093756482726
35481339,878.32,536.5747310675391,780.5,33.1066534861273
36307805,934.11,459.20583389019345,705.61,43.648942736568095
37153523,1203.23,311.25730221445116,797.84,194.12339718162085
38018941,1253.15,320.6297268145481,795.78,117.27465647148604
38904515,1024.22,406.76440901883797,717.32,82.21785300976518
39810717,985.4,535.1116564311461,799.15,24.757153848265084
40738029,910.14,531.0114613840385,784.3,29.07409551994749
41686939,1063.04,446.35642595340664,764.1,33.167009287098914
42657953,1041.18,384.0112419440269,726.31,31.602229495573724
43651583,1224.76,242.81356359698424,765.65,41.83019425624448
44668359,897.87,514.5276868206905,747.69,32.83989166925625
45708819,879.94,540.553398066848,745.57,27.602611133987697
46773515,981.16,463.1424005986964,734.71,33.81180685542081
47863009,1218.63,132.48942439212865,786.59,234.2313496343201
48977883,925.4,563.2085750322868,810.05,24.22219326288696
50118723,918.29,488.7804509101394,714.97,29.7475760832422
51286139,1193.39,247.0992478394629,778.37,109.49725839471785
52480747,1136.04,326.52609591444804,730.01,23.099037979005868
53703181,1102.9,388.138772954606,738.17,29.770860609228976
54954087,816.2,511.64117002904163,711.83,20.859343762981197
56234133,825.97,484.2181755316002,705.98,33.84545386717022
57543995,931.5,468.50953225967754,764.48,30.431403237943247
58884367,1165.07,62.958581061622795,682.79,32.672014095407484
60255959,1298.57,120.28150944825856,891.59,276.44672144552516
61659501,873.3,513.3773003603222,792.97,76.09250815934375
63095735,870.23,508.46161034233376,763.27,32.10017621651495
64565423,1189.08,242.4374825172315,766.87,41.895650795226416
66069345,670.07,508.1992621009992,743.89,35.71687064238479
67608299,1223.35,354.23348389319614,785.41,32.61811326749775
69183097,1240.68,172.56413710311136,795.54,28.029717274796933
70794579,803.24,508.9037360103113,755.28,38.50123440235456
72443597,1213.8,168.81948999455074,758.12,33.22232424564585
74131025,1004.66,429.7016164641683,756.87,36.917777875060715
75857759,1289.67,85.66319471799386,819.4,38.06082319953501
77624713,1163.19,240.55490122849397,755.44,218.7903992132168
79432823,1142.75,332.2551160196215,765.02,28.45516764414798
81283053,910.27,515.4168824624129,792.0,32.02839649152268
83176377,1005.22,490.9633198255665,816.21,36.47229334464975
85113805,907.88,520.6529172126285,790.93,31.587382406155907
87096359,1097.33,389.67966784957304,766.74,32.007454939703834
89125095,763.44,567.9672653819536,817.24,27.824166518051243
91201085,1075.63,477.36917198708636,839.73,41.69874038259369
93325431,910.12,467.2184460866633,721.8,28.17191093370426
95499259,1266.07,209.22774093259616,819.64,29.036208673678708
97723723,1266.57,232.76368798514187,787.42,173.5009783688539
100000001,1201.41,243.53279890276417,804.72,35.46319190087068
102329299,1281.42,63.53050329160667,807.76,157.19171335498177
104712855,686.23,543.0261421056091,823.74,87.5124949231638
107151931,1227.07,94.93083659893524,1157.48,98.40346548878257
109647821,1256.21,60.27316521010362,1309.44,181.10035835961173
112201845,678.33,512.6466689365271,1028.7,227.49121417156428
114815363,1232.29,258.9961309722326,851.41,135.56608549100147
117489755,985.26,523.1315499813202,748.04,130.38024576157423
120226443,888.51,480.076182822197,779.67,135.34669698163452
123026877,1028.86,565.395794505446,910.85,152.56648658300693
125892541,1342.46,145.69224655784095,934.31,1312.8287655196161
128824955,933.59,599.0253716317749,1091.04,1921.5217607853726
131825675,1149.23,509.04171913329645,997.67,1882.6938418450343
134896289,1297.99,421.9325546898116,1015.84,1892.9111283412067
138038427,967.97,507.81561226552105,941.37,1340.9812753760173
141253755,738.69,570.2717533126313,856.94,121.95319685117815
144543977,1306.61,142.3519535758772,852.63,288.3643407744845
147910839,905.1,575.3462110992501,828.22,132.9042778495375
151356125,1045.02,503.94363922481597,802.72,122.39966660019296
154881663,966.15,592.8403190905575,890.65,134.74797837729403
158489319,950.57,563.4543397918796,798.11,132.12971090958496
162181011,972.27,575.3997969791409,986.16,1349.0384358550132
165958691,1276.32,137.27778223350452,783.4,116.4823652496008
169824365,1138.75,544.6857564066856,822.32,117.66652759885338
173780083,1331.73,184.84833286133843,845.71,118.92636674459833
177827941,1305.19,165.38926809197753,918.68,1278.441845815175
181970087,1131.38,450.54606105404264,884.05,1290.7004939766284
186208715,919.9,563.6338180131503,1039.16,1944.6049673884716
190546073,1301.08,149.06270662057128,1023.03,1875.164614753662
194984461,1127.17,494.42375508864825,1058.02,1876.7641881114896
199526231,1350.37,343.3441497266483,1063.22,1904.717548879648
204173795,964.18,568.7435448407127,982.24,1431.7096449611377
208929613,1296.0,146.26045676163199,791.91,116.07600218317432
213796209,923.14,566.9095026919414,918.56,1362.417817519629
218776163,1294.97,254.96517706375417,1012.77,2087.1297813848164
223872115,1053.44,480.84362564479574,999.41,1860.794221087416
229086765,863.95,604.6099063767388,1030.99,1662.4046323068137
234422883,813.33,573.4632878617886,959.97,1414.4958373351203
239883293,1222.38,414.4814157961778,953.35,1376.7300548543988
245470893,948.12,528.020723499035,977.5,1349.1634482526608
251188643,1502.3,276.5363877274991,1004.18,1371.991955832355
257039579,1895.45,132.48498104321183,895.67,1002.929406813114
263026799,1842.23,457.5804583443068,1056.69,1398.067719165899
269153481,1299.53,792.6436199086058,975.92,1442.1978995318711
275422871,1851.84,277.4281131749232,965.99,1015.29508568204
281838293,1182.43,344.0832133027819,828.46,121.51222410136606
288403151,1323.45,182.06094966779503,868.69,116.93965421221635
295120923,922.3,537.34400132278,831.34,106.18634468696908
301995173,1227.11,74.11714655962824,753.36,112.52326538332078
309029543,1410.74,160.60332084569944,882.69,120.46582104648617
316227767,1370.71,400.0566953507333,846.77,118.05073853511831
323593657,1218.57,375.7715901712076,873.6,120.23529121071425
331131121,1349.31,142.1745757862495,901.72,128.32582268458978
338844157,1326.4,274.5235358164609,878.02,114.05987971945329
346736851,1326.63,79.33901876750114,837.17,112.56441971537271
354813389,1135.16,411.4253057630537,828.29,116.06287872606735
363078055,1034.12,484.2952242614253,831.42,117.27832560437439
371535229,1447.7,469.57714698406784,882.07,115.91395755281388
380189397,935.28,668.7976559815868,884.66,117.35366731518546
389045145,849.36,583.8379725418845,874.63,119.38941081243931
398107171,1043.15,518.1895323278361,860.14,120.98944106195735
407380279,1266.63,133.48065005608092,815.47,235.02372349629005
416869383,870.43,566.5494398353756,845.5,132.40826822728818
426579519,963.71,564.6223426308774,890.46,114.31768777128816
436515833,1291.12,291.584708138479,874.89,115.21967556091985
446683593,1029.3,743.3591855811558,927.29,118.45872954772307
457088191,1242.42,444.9619250536779,940.79,122.10810701169603
467735141,1263.92,327.41709352340354,849.23,118.78193711949051
478630093,1333.68,143.41955687049548,853.91,120.73412604528676
489778819,1356.17,81.12143970491388,861.66,114.37879827550861
501187235,1037.97,553.741186946765,915.76,234.16316162587628
512861385,911.1,559.3478074480759,871.32,135.2444012919133
524807461,1386.12,335.62925312844163,916.19,118.71761716890478
537031797,891.72,540.7511812284832,845.29,140.58458721216974
549540875,965.97,501.2422034961308,816.15,132.14771158354463
562341325,911.89,573.8391865498573,866.56,135.61713189950027
575439937,1274.46,142.7550292768643,865.95,173.2888273281568
588843655,1125.42,432.95368404166805,841.11,117.97465016183806
602559587,1203.63,451.0536185063553,880.23,106.4313555036458
616595003,1383.36,85.0728172945051,881.66,116.24931584462522
630957345,846.08,591.2743928809767,895.51,129.25165297968067
645654229,1161.66,529.7434145438009,955.87,122.7213032966498
660693449,1466.68,352.92674948925395,876.57,122.8829002413158
676082975,1156.66,453.18937598431233,866.17,118.44497976834322
691830971,1244.91,368.9833451389086,860.52,109.77548069407923
707945785,1158.26,458.2756794592512,877.58,118.42708023646165
724435961,1424.03,90.279527193617,916.5,123.72284928154312
741310241,1349.79,570.4574505861879,957.42,129.46027665783524
758577575,1110.14,607.0656699870019,968.85,121.91505363584233
776247117,931.06,587.3154267555473,905.53,129.3368833470924
794328235,1261.37,482.6866238758714,941.24,121.47586699680828
812830517,1422.93,114.84950671169291,915.76,123.41447944780928
831763771,1432.94,73.7694771404526,932.29,125.6234790349658
851138039,1466.81,83.49846608401762,973.39,122.84176361844082
870963591,1014.99,691.7346880754706,943.45,119.1318236834365
891250939,1447.67,145.73395263113858,957.01,123.20529758713853
912010839,979.36,593.7983965602938,932.15,124.31276741113179
933254301,924.59,585.5367923986719,927.27,338.8183224924025
954992587,1413.16,79.86120788751273,911.2,123.92642000702496
977237221,1405.62,288.1166914269076,960.53,121.23359662030555
1000000001,1071.4,538.033700270032,932.44,129.7502122378133
input,solovay mean,solovay stddev,miller mean, miller stddev,AKS mean, AKS stddev
10001,37182.24,279148.380937853,8707.94,51527.89110210807
10233,5492.95,3378.8014382456563,2358.33,235.52027320574572
10471,7224.79,3678.124476214102,2178.63,171.57639020788284
10715,6100.6,3015.299810880329,2234.48,237.50583108205956
10965,5199.28,3881.4175195683506,2248.25,433.8547300280092
11221,6195.92,2368.5281099612835,2258.02,346.63618688851
11483,15280.85,53738.71161601279,1857.18,479.7165699397379
11749,10670.85,5674.400345437661,2352.74,905.1405228253824
12023,12336.01,5049.83773615699,2303.89,371.2224113477912
12303,9579.86,6034.088648552148,3129.36,3800.949462777144
12589,15303.68,10873.217811362621,3860.75,5621.900008408675
12883,11343.19,4852.123293825585,2257.47,690.2486809224278
13183,12971.59,4050.1344686368634,1906.14,531.4357344006703
13491,10322.42,10585.075156286912,2241.67,285.5502239607604
13805,2016.8,1132.8263482782945,2263.77,273.1047771331166
14125,2114.71,970.1716738117369,2247.68,232.62241829830052
14455,2009.21,1556.625210628312,2378.66,1155.9337842347863
14791,2114.16,420.9493532241117,2506.45,818.2419855823199
15137,2219.42,230.60706797056284,2998.04,919.7964083030945
15489,2237.07,1800.7739147433815,3285.57,748.1439154887438
15849,2620.24,2328.6661249771637,2072.01,257.7784459021297
16219,2364.37,1208.9821886298585,1945.14,191.76521945842885
16597,2118.34,1179.054545220899,1926.33,251.73258438351604
16983,1948.36,1638.5526165404995,1936.35,409.6034143787221
17379,1950.43,1197.0318110504277,1937.87,195.67978661294813
17783,2366.31,1011.551610401096,1583.58,288.3485257864731
18197,2361.02,1087.970262702641,1930.16,269.5773991665736
18621,1961.52,1210.064790652037,1952.6,223.3017164413578
19055,2088.27,1133.8426739155302,1962.27,369.23712933123034
19499,2253.38,1088.69130759473,2975.86,3768.7133217338446
19953,2306.37,2128.581804413636,3198.68,1361.7470202173042
20417,2216.04,480.1718530743432,2510.36,571.1891639466746
20893,2623.35,2163.3298051752527,2362.6,1822.3055105380583
21381,2361.74,1145.9254089286453,1949.03,416.03495033349054
21879,2244.4,1408.8366574137428,1964.86,211.08163100917844
22387,3155.85,1394.7340890983232,2013.43,433.9331106811909
22909,2577.74,1104.2336034141915,2069.35,463.3401214894069
23443,2090.7,1184.8234621088652,1962.19,317.2281050065719
23989,2497.84,1807.8951694825628,2004.69,336.1280929176924
24547,2493.76,1002.4207378928153,1633.86,397.30608051747913
25119,1985.29,1229.5805418881266,1990.32,470.9386474870903
25705,2089.99,1168.7073278117186,2233.22,949.8711723388618
26303,2344.24,1060.5615828942284,2057.28,341.0359760636655
26915,2108.15,1554.172795503393,2001.57,644.9948281837911
27543,1975.27,564.3222063912273,1974.3,287.93505510721684
28185,2037.5,1753.2328494077517,2101.18,365.8266791691377
28841,2395.03,234.47316639132873,1990.5,345.12227375002016
29513,2346.69,1120.8217556684908,1990.98,312.8686748090445
30201,1992.24,1183.5071585518338,2093.6,604.8471382143267
30903,2020.77,1159.5866544557678,1930.74,529.4624417007471
31623,1994.73,1170.8517046331804,2695.57,476.5902514506333
32359,2413.98,1079.4313315797165,2399.52,304.16039362564146
33113,2552.78,1708.9310651558021,3677.44,1589.2942612646943
33885,1883.94,1551.283117130767,1889.91,1828.017406449629
34675,2032.21,1217.869022290388,1895.66,315.74101457179785
35481,2046.76,1141.6845530118458,2140.56,137.227402511306
36309,1727.78,1224.7979720440562,1889.52,504.8924373897211
37155,1774.89,1193.7826891817035,1554.17,2092.3285325158195
38019,1948.76,1140.7206487058252,1036.77,185.40928545062982
38905,2384.93,1994.3439935847273,1335.13,207.2225493267925
39811,2232.73,255.17499857742712,1629.96,135.89939237717306
40739,2419.15,984.1792086030188,1424.92,443.7973120033673
41687,2463.54,1352.7401328676203,1043.28,304.27931347047013
42659,2302.44,1017.4370386794299,1098.36,316.5605729771735
43653,2507.3,1757.9554555899263,1195.75,331.9475550338175
44669,2374.27,1060.6942728727497,1254.09,298.8192959234085
45709,2320.89,1019.1636885905099,1211.68,293.13608657503306
46775,2364.24,1542.881982040444,1163.44,380.45324697170497
47863,2304.92,1076.5827782311208,1213.17,759.2040230306072
48979,2438.24,1460.0758809670879,1116.32,143.73909304252228
50119,2543.52,345.05404290524194,882.15,134.28624447256487
51287,2663.61,390.2916779004951,863.77,152.24069559069744
52481,2239.7,970.478164971716,1829.93,861.4122448958834
53703,2095.99,1525.644606238771,1090.55,187.18598621249268
54955,2107.52,1136.153394110802,1099.5,150.04386563989084
56235,1925.11,1555.8108405639039,1145.04,319.5163617947373
57545,2105.01,1102.0719558443475,1296.91,226.66154606515516
58885,2211.09,1065.4411719133448,1159.13,196.24179349759189
60257,2378.78,1006.5641487031742,2443.89,642.6655176495451
61661,2477.8,1437.609835944384,1215.79,174.66038012050237
63097,2422.85,1063.361397701276,1988.57,659.2897656194166
64565,2103.75,1120.6192676057703,1210.38,172.07737160411833
66069,1896.1,578.6078991943518,1187.72,227.84994530558393
67609,2264.42,1123.3432440890024,1247.79,179.17607699036319
69183,1875.1,638.9371777974085,1114.52,198.99852697287417
70795,2271.2,1512.1796697268983,1084.63,163.68876941416374
72445,2276.53,995.3401779281189,1257.86,181.08221359594677
74131,2613.26,1743.7819147074003,878.51,170.50711617603136
75859,2360.98,451.4792964815942,1109.58,334.46076546639017
77625,1940.26,721.9304454591232,1328.51,225.72475842418484
79433,2571.0,1003.2739537447518,1909.6,774.0494855373303
81283,2514.85,1641.236884982258,910.02,159.3318739631404
83177,2391.29,1047.30559821888,1839.5,749.8663382580427
85115,2410.5,1204.991927547461,1604.6,217.7696865122333
87097,2365.0,1006.5322808152913,2274.87,1706.2953825244456
89125,2174.81,1591.1078453884159,2103.0,1595.1041003361163
91201,2245.44,969.4867674822758,2660.06,1627.6864402822764
93325,2200.08,1583.8106883607197,1906.5,1051.1081454033801
95499,2750.28,5532.275161835556,1755.95,74.50949027750853
97725,2613.09,2922.326985814593,2213.98,2062.2470924462546
100001,2676.2,598.388627477954,2454.28,264.43719844074866
102329,2765.92,3502.644071053302,3439.91,2186.837378291059
104713,2058.79,1459.2850559936753,2175.22,1009.6068899939384
107153,2269.1,1165.878482674604,2393.75,1072.5576566169657
109649,1961.26,665.2521754716004,2400.79,1052.7846508717305
112203,1455.95,714.4358991822878,1833.45,1006.7212144061305
114815,1908.31,617.0819027053578,2173.88,2615.318623152074
117491,2059.63,462.2794785220584,1774.9,97.18466229739438
120227,2129.09,464.33315049268737,2690.69,9793.795953855564
123027,1643.72,694.6784312387155,1646.8,112.17770894361492
125893,2215.62,458.79138059589894,1898.6,196.11926900936496
128825,1871.56,599.83033493403,2118.52,253.96032776953197
131827,2146.49,447.6278553315095,1931.38,1819.5736029536304
134897,1984.3,636.6640250619482,2339.42,140.7848978930179
138039,1602.51,726.7410233711216,1788.0,74.856090890684
141255,1408.2,706.5308045497931,1819.7,291.2801941690364
144545,2043.46,1822.6091821087348,2419.48,118.2634005903429
147911,2102.87,221.55099077898865,1750.81,94.78105498378032
151357,2161.48,228.67481565124586,2583.09,1510.9511827543165
154883,2118.84,219.31144405832882,1437.46,56.83689582720653
158489,2164.75,391.58980225782597,3063.54,1055.633884153847
162181,2140.73,219.05415847099172,2092.64,1470.2854839943316
165959,2186.21,985.4962888070792,1846.04,1115.8845648274746
169825,2330.88,713.1543287155008,2479.5,275.8520867011409
173781,2259.69,961.057505663381,2134.84,1113.4100565108051
177829,2927.37,352.43847962331233,2031.62,1022.1072684815568
181971,2292.17,944.5691129779331,1799.2,130.8050442297987
186209,3015.75,1921.9738558381207,2621.27,1001.043322960822
190547,2582.19,1722.3561832911364,1918.67,984.5884137777846
194985,1971.69,1019.6106574709206,2211.92,1011.9014372891653
199527,2253.12,1005.0601296650984,1794.07,145.17841722612502
204175,2556.61,813.846123680824,1812.12,234.03061528118258
208931,2919.38,446.28572131595814,1640.51,1771.1542518192407
213797,2844.42,443.9827819939313,1943.72,446.61709539491443
218777,2829.35,517.594755390818,2177.7,989.8544072108523
223873,2804.37,1706.846827937529,2997.14,1416.758300209363
229087,3008.48,133.770003129901,2080.75,1399.3574021274512
234423,2026.01,1028.5689037677446,1948.46,249.4594730349374
239883,2256.64,1031.617661929089,1853.29,141.97931952124992
245471,2988.53,134.84142988014185,1669.12,79.1755854625233
251189,2912.11,161.59319761410606,2021.12,182.3665018859029
257041,2709.88,1831.7722901136708,2429.97,1019.2059937406017
263027,1137.81,152.09577624482264,1827.01,105.0754894580486
269153,1191.31,108.84199417949719,2532.91,355.46921885805466
275423,1279.13,103.41957837817358,1488.11,107.040244956764
281839,1407.97,1349.3844646483608,1493.36,413.777120506373
288403,1215.78,88.83221956206674,1460.01,95.1054167912128
295121,1149.66,143.84196013315963,2482.5,946.126750643289
301995,844.67,536.7920624253196,1750.54,439.3023491166352
309031,1286.41,90.89977775528165,1456.69,1384.2600086747293
316229,1245.33,88.56054882441056,2239.53,1623.6904308557484
323595,654.13,527.5777247539605,1901.13,1118.9016498876083
331131,746.76,423.9659582294004,1919.71,965.2527621553256
338845,803.85,556.1863900753511,2054.98,1101.7694765212639
346737,700.25,922.5726806111815,2344.05,1164.8075956347834
354813,745.62,964.0187221032878,1993.47,310.5818083806097
363079,962.56,838.9299861228959,1759.65,231.67817172216553
371535,543.53,451.9746675434478,1831.42,226.13878727699756
380189,953.83,214.60464260183807,2775.23,3087.1225851359663
389045,790.67,430.7909581176926,2091.23,1339.6724750867472
398107,879.45,256.6341331211192,1742.55,292.1370363028249
407381,900.47,262.4125618682586,2179.51,1345.0911537959807
416869,954.52,407.24324451366925,2057.22,1288.6598596756999
426581,815.63,314.6961547238539,2037.36,1224.6191947381901
436517,880.74,236.1727505043885,2021.64,1173.5575760236152
446685,556.16,420.8652875957227,1982.19,520.7553118773584
457089,652.08,428.9693233834332,2809.02,90.35317684318889
467735,848.33,371.8620373854865,1754.1,87.68268087400453
478631,1241.03,136.68140755683334,1462.98,82.99884141822511
489779,1309.48,108.04866842064621,1722.18,100.46250418675987
501187,1400.17,443.96157480010584,1538.23,992.0083175665476
512861,1399.59,284.9093102208228,1693.9,158.07864683713152
524807,1225.54,337.45184228062203,1456.57,947.4783785811625
537033,858.11,711.5054447288426,1709.47,1343.5093760504071
549541,1320.89,294.37195240653676,2265.67,6456.326731958195
562341,906.95,619.4003678208187,1612.92,72.7281752469253
575441,1410.59,316.9646156525325,2948.56,2598.6814501188705
588845,766.15,394.6487090253225,1668.08,84.32808463724204
602561,1351.78,98.43498392647841,1703.49,86.13478925029027
616595,913.75,572.2000316870196,1553.81,1251.8188278168557
630957,1062.29,535.0058867796586,1599.14,1289.9806358267863
645655,1130.21,539.0906540020177,1620.76,75.22278292317475
660693,977.68,553.7457915110159,1616.95,87.98546424945378
676083,990.22,675.78296647502,1608.92,78.50119731442304
691831,1229.08,382.98259791148513,1621.53,1295.4436271062132
707947,1301.26,279.4775652802019,1617.9,1301.980616312135
724437,899.8,595.767190649624,1599.01,115.698012956231
741311,1461.73,248.0600633929312,1679.6,1271.1473462024676
758579,1411.45,88.34441039751667,1593.61,1326.1023232074372
776247,1161.29,706.5498230303666,1661.64,1305.3120801810835
794329,1422.1,93.99511055411772,1682.67,1325.464302526752
812831,1410.49,197.09211787713107,1684.15,57.84363719231672
831765,842.94,589.5509302799372,1707.22,937.1827929890454
851139,964.5,619.5677460287874,1777.19,980.0000999278448
870965,1143.54,513.690261979459,1598.25,972.3974264931521
891251,1445.48,88.29123982764672,1475.42,949.7480599473408
912011,1424.82,377.78956731455304,1620.02,959.3133906154658
933255,820.44,629.0418450534772,1632.95,948.4491155288589
954993,888.52,605.1681038681681,1669.21,975.5783293342812
977237,1442.37,98.64666617516656,1748.55,1385.5382746810214
1000001,1373.02,190.23398564118165,1711.58,78.3339368126335
1023293,1434.21,266.93498981564557,1613.57,968.0479395320895
1047129,1196.8,796.6783186671668,1696.47,957.4925107706159
1071519,1005.97,675.2800011099025,1676.46,1220.4771911598407
1096479,925.57,672.2479739536956,1720.99,66.75123348461189
1122019,1481.83,180.77074353216486,1696.65,56.66619875029627
1148155,1170.57,596.2564063565374,1757.31,934.5233614149531
1174899,968.66,696.7654594298898,1755.57,284.45763580128516
1202265,812.35,642.4433846847928,1798.22,940.8785876868898
1230269,1460.98,447.59521260111165,1682.62,957.0098505978998
1258925,1185.01,570.4680604379163,1741.95,43.04504922318318
1288251,933.08,672.7072348640112,1705.5,73.28793360520689
1318257,990.68,1282.0267640881702,1697.97,1046.332290296525
1348963,1206.75,1431.2647890815474,1630.36,943.2174949757256
1380385,1079.23,430.7154924710109,1668.98,91.6639646984704
1412539,1471.25,514.3862160798336,1553.04,1256.349850908889
1445441,1255.57,331.56513612705066,1763.9,113.14311130759856
1479109,1396.79,248.59395699522838,2363.91,1472.9270116734133
1513561,1085.96,581.8961676270002,1674.66,963.2648420655638
1548817,1317.43,324.1665071277943,1682.93,957.3382001121334
1584893,1379.4,391.6540165590912,1704.05,957.1302474616825
1621811,1463.64,485.0310938694569,1708.55,995.491923217823
1659587,1351.02,96.06500114216647,2115.85,6822.219170593699
1698245,1208.57,524.4098415544773,1725.39,1291.1293067573358
1737801,909.65,604.6825091473103,1636.03,955.8606091587903
1778279,1478.5,84.02891517720902,1501.74,948.6338355442492
1819701,942.39,632.4990501050879,1771.78,952.0154970727455
1862087,1533.18,408.09184894055056,1521.75,955.4980231388353
1905461,1481.17,120.16495858912972,1630.69,964.2685372966404
1949845,1209.37,482.15858607019754,1588.23,935.3421116134864
1995263,1557.11,116.29359354233534,1523.74,965.2425834206057
2041739,1415.49,379.50287777884404,1656.25,991.3037775036113
2089297,1125.57,594.9307786744113,1912.69,2463.2345069567837
2137963,1630.44,508.9916218476599,1497.69,960.0447768913509
